Date,Open,High,Low,Close,Volume
2023-12-27,221.42,221.87,220.3,221.28,113327232
2023-12-28,220.72,221.21,219.76,220.17,54622580
2023-12-29,219.07,219.44,218.1,218.96,91191606
2024-01-01,213.37,214.54,212.63,214.01,51383875
2024-01-02,205.56,205.62,205.24,205.32,99039847
2024-01-03,207.41,207.8,206.46,206.51,63059040
2024-01-04,215.43,215.7,213.72,213.76,114283282
2024-01-05,211.31,211.5,210.02,211.2,56508856
2024-01-08,208.76,209.32,207.83,208.64,89711170
2024-01-09,204.89,205.97,204.87,205.27,117354164
2024-01-10,204.36,205.28,202.85,204.23,109910712
2024-01-11,204.28,205.85,204.13,204.88,91279354
2024-01-12,201.85,201.89,201.18,201.74,65512659
2024-01-15,205.46,205.92,204.07,204.44,82740087
2024-01-16,201.21,201.21,200.92,201.19,90249665
2024-01-17,204.63,205.47,204.18,204.84,99573446
2024-01-18,209.08,209.89,208.33,209.02,74483329
2024-01-19,211.42,212.76,211.31,211.4,106193692
2024-01-22,212.9,214.28,211.74,212.41,114899873
2024-01-23,210.56,211.63,208.36,210.1,51749736
2024-01-24,215.31,217.26,215.3,215.49,89658560
2024-01-25,216.07,216.22,213.75,215.14,78699540
2024-01-26,216.32,216.87,215.01,216.45,58167707
2024-01-29,214.4,214.5,212.79,212.86,57446153
2024-01-30,214.64,215.91,214.35,214.71,119623583
2024-01-31,215.53,217.58,214.53,216.37,114669427
2024-02-01,216.37,216.68,216.13,216.33,87416206
2024-02-02,217.36,217.93,216.19,216.47,107413553
2024-02-05,212.4,213.05,212.23,212.51,60608790
2024-02-06,212.28,212.58,212.06,212.33,105756089
2024-02-07,213.64,215.81,212.35,214.1,92796369
2024-02-08,215.42,215.9,215.31,215.39,108458981
2024-02-09,217.34,218.25,216.34,217.31,75592498
2024-02-12,216.38,217.87,215.63,216.28,88685536
2024-02-13,214.85,215.09,213.99,214.76,71859073
2024-02-14,211.28,212.04,210.67,211.31,61756878
2024-02-15,213.81,216.19,213.76,215.67,61301119
2024-02-16,212.59,216.19,212.55,213.6,60854520
2024-02-19,210.7,211.75,210.5,211.02,84325124
2024-02-20,213.96,214.2,212.96,213.18,84206848
2024-02-21,216.6,217.6,215.53,216.43,68484758
2024-02-22,219.32,219.6,218.12,218.65,71937540
2024-02-23,220.04,221.41,218.65,220.15,65551270
2024-02-26,218.57,219.39,217.68,218.2,106846596
2024-02-27,221.7,221.92,220.37,220.9,85502493
2024-02-28,226.14,227.63,225.82,226.35,77700781
2024-02-29,222.41,224.09,221.14,223.84,58556135
2024-03-01,224.43,225.36,223.34,224.1,56356381
2024-03-04,226.49,227.01,226.21,226.69,99802235
2024-03-05,223.46,224.28,223.3,224.05,118860661
2024-03-06,221.68,222.26,219.95,221.3,90425111
2024-03-07,224.46,226.35,222.24,224.01,88353225
2024-03-08,218.84,220.59,218.39,218.96,114648545
2024-03-11,221.12,221.9,221.02,221.63,101058096
2024-03-12,227.9,228.39,227.52,227.53,100189143
2024-03-13,224.19,225.54,223.85,224.81,83522480
2024-03-14,224.84,225.33,223.82,224.18,58027522
2024-03-15,228.4,230.74,228.38,229.64,70159131
2024-03-18,232.0,233.16,230.99,231.95,118446632
2024-03-19,225.96,226.35,225.87,226.14,98206785
2024-03-20,227.16,230.5,227.11,230.02,64986157
2024-03-21,233.43,233.97,233.39,233.44,60095125
2024-03-22,234.73,235.16,233.5,233.6,67943886
2024-03-25,234.62,234.79,233.91,234.14,104968851
2024-03-26,232.19,233.52,231.47,232.27,112959655
2024-03-27,231.52,232.47,229.71,231.75,85921754
2024-03-28,231.97,232.25,230.5,230.97,72821211
2024-03-29,228.15,229.14,226.95,228.85,57503276
2024-04-01,234.72,235.41,232.53,233.85,112827874
2024-04-02,236.53,238.67,236.01,236.86,116183387
2024-04-03,238.39,239.68,237.95,238.37,100086878
2024-04-04,243.97,244.53,243.0,243.23,50973737
2024-04-05,246.03,246.9,243.88,245.98,98155151
2024-04-08,244.11,245.34,243.19,244.11,56822603
2024-04-09,242.28,243.24,241.06,242.1,87177857
2024-04-10,241.79,242.93,240.94,241.62,70868901
2024-04-11,243.26,244.08,240.8,241.44,77023420
2024-04-12,237.71,239.1,237.33,238.04,56671203
2024-04-15,235.33,236.05,234.71,235.33,112516086
2024-04-16,232.68,234.32,232.11,232.65,60421317
2024-04-17,233.32,233.55,232.22,232.46,71646139
2024-04-18,232.91,233.03,231.94,232.73,104935271
2024-04-19,231.59,232.39,229.99,231.88,52480017
2024-04-22,229.91,231.32,229.76,230.58,110727594
2024-04-23,230.84,233.75,229.57,230.93,74070924
2024-04-24,234.02,234.99,232.17,234.29,106986402
2024-04-25,235.79,236.38,235.52,236.09,82833206
2024-04-26,237.98,238.48,234.8,237.19,116974034
2024-04-29,240.23,240.28,240.07,240.1,70589226
2024-04-30,237.85,238.17,235.72,237.69,67728138
2024-05-01,242.84,243.28,242.35,243.03,52298756
2024-05-02,245.52,246.97,245.44,246.29,68004438
2024-05-03,250.25,251.27,250.19,251.01,91385470
2024-05-06,255.59,256.31,255.4,255.86,97640981
2024-05-07,261.83,262.36,259.09,259.78,107889421
2024-05-08,259.85,260.83,257.72,260.31,67021093
2024-05-09,252.08,255.15,250.02,253.9,93410212
2024-05-10,255.19,256.59,255.04,255.26,51429290
2024-05-13,254.89,255.37,254.15,254.34,75653875
2024-05-14,258.16,258.2,256.76,256.81,89314351
2024-05-15,266.05,266.31,264.04,264.71,50947272
2024-05-16,266.43,266.6,265.47,265.51,62613997
2024-05-17,267.63,267.65,266.7,266.96,69215280
2024-05-20,269.5,269.72,268.64,269.3,92812486
2024-05-21,263.25,264.2,262.41,263.34,70974295
2024-05-22,257.58,258.55,257.17,257.96,109081565
2024-05-23,260.59,263.06,259.52,261.21,78446755
2024-05-24,263.64,263.81,262.54,263.08,70757269
2024-05-27,261.47,262.65,259.96,260.15,102177348
2024-05-28,263.45,265.03,263.44,264.87,51742166
2024-05-29,260.57,261.4,260.21,261.29,92439480
2024-05-30,257.64,259.44,256.69,258.17,118665873
2024-05-31,257.74,258.06,255.73,256.61,55907726
2024-06-03,260.44,261.75,257.95,261.28,111980075
2024-06-04,266.15,268.97,265.78,267.51,52382865
2024-06-05,269.51,269.66,268.12,268.71,113925100
2024-06-06,260.37,262.71,258.12,260.24,97574147
2024-06-07,257.95,258.73,257.19,257.49,51317621
2024-06-10,257.39,257.52,255.74,256.82,55053127
2024-06-11,251.56,251.68,249.65,250.52,96015290
2024-06-12,252.52,253.43,252.33,252.92,57534504
2024-06-13,254.13,255.45,250.13,253.33,78052393
2024-06-14,255.35,255.92,253.66,255.23,116014115
2024-06-17,249.51,249.57,248.8,248.84,87834860
2024-06-18,246.23,246.3,245.42,246.12,69596398
2024-06-19,244.43,247.01,243.96,245.92,94772085
2024-06-20,247.69,247.69,243.59,245.31,53457521
2024-06-21,248.63,249.22,248.02,248.76,109195534
2024-06-24,244.92,245.47,244.36,245.45,55679487
2024-06-25,244.48,246.24,244.14,245.61,66037706
2024-06-26,244.71,246.87,244.6,244.97,75118176
2024-06-27,244.51,245.46,244.27,245.35,53305610
2024-06-28,249.59,252.33,248.86,249.94,104732500
2024-07-01,251.37,252.31,251.36,252.16,111669567
2024-07-02,251.83,252.71,251.49,251.66,102966770
2024-07-03,251.14,251.15,250.96,251.07,116556571
2024-07-04,251.15,253.97,250.48,251.83,111867035
2024-07-05,253.44,253.51,251.62,252.83,94171571
2024-07-08,248.47,250.45,247.42,249.86,106825938
2024-07-09,246.91,248.17,246.46,246.59,91888352
2024-07-10,244.06,245.01,244.0,244.23,78093327
2024-07-11,242.22,242.38,240.47,241.25,58132162
2024-07-12,234.97,235.69,233.55,235.47,55055769
2024-07-15,231.3,232.75,231.12,231.76,67321242
2024-07-16,228.88,230.07,228.06,229.34,103182422
2024-07-17,227.7,229.27,227.33,228.59,61685762
2024-07-18,231.56,232.09,228.95,231.13,119474749
2024-07-19,227.96,228.31,227.91,228.27,114996302
2024-07-22,228.55,230.01,228.35,228.62,116338692
2024-07-23,227.5,227.65,226.46,227.5,53352214
2024-07-24,227.65,228.86,226.12,228.01,72158515
2024-07-25,226.55,227.78,226.39,227.68,100758892
2024-07-26,235.71,235.93,233.75,234.26,59664001
2024-07-29,237.63,237.9,233.4,235.46,76801589
2024-07-30,236.74,238.72,236.68,237.1,53439289
2024-07-31,231.53,232.67,231.19,231.67,101267968
2024-08-01,235.95,237.5,235.09,236.92,97468948
2024-08-02,236.09,236.37,236.03,236.2,117342864
2024-08-05,237.87,238.14,236.5,236.74,112640623
2024-08-06,240.18,240.32,239.58,240.24,97775541
2024-08-07,236.14,237.38,235.67,236.49,110422713
2024-08-08,238.37,239.77,237.41,237.44,71340869
2024-08-09,235.24,237.38,234.17,235.98,54777421
2024-08-12,236.36,236.43,235.28,235.6,73741419
2024-08-13,232.11,234.24,231.47,233.03,61524217
2024-08-14,232.93,234.66,232.33,234.16,102073536
2024-08-15,238.85,239.94,237.61,238.04,78058751
2024-08-16,235.29,236.69,235.03,236.45,113574747
2024-08-19,234.9,235.45,233.54,235.33,58499970
2024-08-20,237.08,237.23,234.95,235.37,93682162
2024-08-21,234.32,236.43,233.48,234.65,60298825
2024-08-22,233.76,234.13,233.46,234.03,57752342
2024-08-23,237.74,238.0,236.33,237.82,109546219
2024-08-26,239.63,240.16,239.12,239.91,110539487
2024-08-27,238.41,239.14,238.21,238.55,90180087
2024-08-28,238.27,238.77,237.25,238.28,63200674
2024-08-29,241.9,242.09,241.23,241.93,118412170
2024-08-30,244.33,246.54,243.37,246.25,95507400
2024-09-02,241.24,242.74,240.81,242.21,115320191
2024-09-03,243.21,244.03,241.06,242.75,62479981
2024-09-04,241.71,242.98,241.69,241.96,73487821
2024-09-05,241.57,241.77,240.58,240.63,96177493
2024-09-06,240.96,241.04,240.02,240.45,107455401
2024-09-09,239.99,240.02,239.47,239.99,51569720
2024-09-10,240.79,242.74,240.71,241.92,65955843
2024-09-11,241.35,242.58,240.89,242.04,79915838
2024-09-12,236.72,240.09,236.54,239.08,68235532
2024-09-13,240.62,240.88,239.47,240.32,56918863
2024-09-16,238.01,239.98,237.24,238.26,60601417
2024-09-17,240.39,241.12,239.7,240.67,77082158
2024-09-18,244.12,244.82,243.18,243.32,115034404
2024-09-19,241.39,242.1,240.99,241.55,59472917
2024-09-20,239.59,239.63,239.43,239.53,91505238
2024-09-23,236.53,238.63,236.24,237.74,71706642
2024-09-24,235.34,235.63,234.22,234.62,119181587
2024-09-25,237.49,238.0,236.07,237.38,114513977
2024-09-26,236.19,236.5,235.88,236.43,86635794
2024-09-27,235.88,236.34,235.07,235.12,71219187
2024-09-30,240.96,242.19,238.51,239.66,53053407
2024-10-01,238.98,239.11,238.36,238.59,74895828
2024-10-02,240.49,240.95,238.99,239.8,62998017
2024-10-03,240.75,243.62,240.45,240.62,63474284
2024-10-04,240.02,240.61,239.73,239.8,71005303
2024-10-07,236.29,238.31,236.2,237.47,116147880
2024-10-08,236.87,240.3,236.38,238.4,108765512
2024-10-09,242.25,242.39,241.74,241.82,73641763
2024-10-10,245.47,246.05,244.31,245.38,116075147
2024-10-11,242.13,242.33,241.88,241.94,80760593
2024-10-14,241.59,241.69,240.98,241.37,83691077
2024-10-15,239.37,239.72,236.21,238.48,96992088
2024-10-16,239.59,240.23,238.59,239.18,112595266
2024-10-17,241.49,242.58,240.63,241.6,98189133
2024-10-18,240.76,241.6,239.1,240.51,60176828
2024-10-21,237.77,238.42,237.7,237.97,93762279
2024-10-22,240.76,241.03,238.55,239.82,108557684
2024-10-23,238.66,238.79,235.8,237.18,63936930
2024-10-24,237.48,237.71,236.47,237.57,88837854
2024-10-25,240.27,243.53,239.93,241.61,60387155
2024-10-28,239.74,240.84,239.66,239.88,82329598
2024-10-29,236.65,237.68,234.43,236.41,61765788
2024-10-30,234.14,234.88,232.07,233.73,94526276
2024-10-31,239.16,239.42,237.35,238.58,99388645
2024-11-01,240.96,241.07,240.73,240.93,64136405
2024-11-04,240.64,243.05,239.93,240.7,111394671
2024-11-05,242.14,243.92,241.45,242.73,100394662
2024-11-06,242.72,243.2,242.2,242.66,57775679
2024-11-07,242.71,244.04,240.19,242.14,85569506
2024-11-08,243.8,244.71,242.17,243.14,60463128
2024-11-11,246.94,248.38,246.2,247.13,67509938
2024-11-12,245.45,246.21,245.08,246.02,63398275
2024-11-13,249.41,250.78,248.28,249.0,75897482
2024-11-14,252.64,254.1,250.62,251.45,58053048
2024-11-15,254.71,255.35,254.38,254.59,75476259
2024-11-18,251.6,251.61,251.43,251.6,50801125
2024-11-19,254.9,256.82,253.38,254.81,55254230
2024-11-20,259.46,260.4,259.26,259.64,103560760
2024-11-21,257.88,260.4,256.19,258.53,119198496
2024-11-22,257.4,258.9,257.01,257.66,96016582
2024-11-25,256.0,256.68,255.08,255.41,57433980
2024-11-26,252.53,254.08,250.27,252.78,118015259
2024-11-27,253.47,254.78,253.24,253.8,58288515
2024-11-28,256.59,258.3,254.87,255.29,106998429
2024-11-29,248.89,249.29,248.2,249.23,119376221
2024-12-02,244.98,246.31,244.34,245.07,59407062
2024-12-03,242.02,243.27,240.12,242.08,53301394
2024-12-04,249.93,250.39,249.49,249.73,70080139
2024-12-05,250.32,251.89,250.08,251.14,60117390
2024-12-06,250.26,250.34,250.03,250.25,71807008
2024-12-09,246.09,246.7,245.6,246.18,101159930
2024-12-10,241.94,242.21,240.63,240.93,77740293
2024-12-11,243.16,247.92,243.09,244.94,92364813
2024-12-12,244.07,245.5,244.04,244.06,80535317
2024-12-13,243.04,243.26,242.33,243.08,84456905
2024-12-16,236.56,237.61,236.22,236.73,68292770
2024-12-17,234.68,235.08,234.27,234.93,112467218
2024-12-18,233.83,234.63,233.82,233.96,87175852
2024-12-19,231.24,231.26,226.88,230.05,111597704
2024-12-20,229.24,231.64,229.12,231.56,86382186
2024-12-23,232.38,234.56,230.58,233.21,108570763
2024-12-24,234.23,236.72,234.11,235.41,80663820
2024-12-25,238.03,238.33,237.42,238.01,108508606
2024-12-26,241.79,242.98,240.95,241.31,70075489
2024-12-27,233.78,234.39,233.71,233.77,106925892
2024-12-30,236.51,236.74,233.86,235.51,93958766
2024-12-31,244.15,245.43,241.78,242.99,50021650
